WellID,Subarea,Operator,County,Completion.Date,Completion.Year,Surface.Latitude,Surface.Longitude,Depth.Total.Driller..ft.,WB.Spacing.Proxy,SPBY.Spacing.Proxy,Deepest_Zone,Between_Zone,Frac.Stages,Treatment.Records,Fluid.Water..Gals.,Acid..Gals.,Gel.x.link..Gals.,Other..Gals.,Proppant...Total..lbs.,Fluid...Total..Gals.,EUR_o..Mstb.,Length,NStages,TotalFluid_Comp,Total_Proppant,Nrecords
182,296,D,PIONEER NATURAL RESOURCES USA INC,GLASSCOCK,40829,2011,31.95678,-101.70281,10232,40,Over 160,ATOKA,SPBR_U --> ATOKA,3.0,6,0.0,16500.0,1300958.0,0.0,1513148.0,1317458.0,107.0470321,2449,6,2077700.0,1372370.0,12
181,294,D,PIONEER NATURAL RESOURCES USA INC,GLASSCOCK,40829,2011,31.855909999999998,-101.71452,10406,160,80,STRAWN,SPBR_U --> STRAWN,4.0,8,0.0,15000.0,1210372.0,0.0,1302146.0,1225372.0,74.44800000000001,2939,1,1028748.0,955869.0,1
176,289,D,PIONEER NATURAL RESOURCES USA INC,GLASSCOCK,40829,2011,31.977629999999998,-101.71255,10285,80,160,STRAWN,SPBR_U --> STRAWN,4.0,8,0.0,16500.0,1290128.0,0.0,1525120.0,1306628.0,29.21941362,2647,6,452000.0,637000.0,12
154,255,D,PIONEER NATURAL RESOURCES USA INC,GLASSCOCK,40829,2011,31.98844,-101.65041,10187,160,160,STRAWN,SPBR_U --> STRAWN,4.0,4,0.0,0.0,1291704.0,0.0,1452522.0,1291704.0,51.348,2265,8,22512.0,613000.0,16
853,1417,B,ATHLON ENERGY OPERATING LLC,MIDLAND,40831,2011,31.651709999999998,-102.05837,11630,160,40,ATOKA,CLFK --> ATOKA,1.0,2,0.0,4200.0,112560.0,0.0,100000.0,116760.0,45.42,1710,8,737168.0,812910.0,16
778,1300,A,PIONEER NATURAL RESOURCES USA INC,MIDLAND,40833,2011,31.87898,-102.01971999999999,10929,40,Sub 20,STRAWN,SPBR_U --> STRAWN,4.0,8,0.0,15000.0,1292592.0,0.0,1411688.0,1307592.0,73.992,2346,7,933312.0,768442.0,14
203,333,F,ENERGEN RESOURCES CORPORATION,GLASSCOCK,40833,2011,31.68065,-101.43381,10088,40,Over 160,ATOKA,SPBR_U --> ATOKA,7.0,14,111000.0,29000.0,417000.0,0.0,888000.0,557000.0,44.06399999999999,2867,7,645000.0,800000.0,14
141,236,D,ENERGEN RESOURCES CORPORATION,GLASSCOCK,40834,2011,31.73728,-101.59195,10593,40,160,ATOKA,SPBR_L --> ATOKA,7.0,13,226000.0,26000.0,356000.0,0.0,685000.0,608000.0,30.491999999999997,3639,7,557000.0,803500.0,14
783,1310,B,MIDENERGY OPERATING LLC,MIDLAND,40834,2011,31.70621,-101.92425,10955,80,80,STRAWN,WFMP --> STRAWN,1.0,2,0.0,10000.0,400700.0,0.0,693800.0,410700.0,8.604,2024,6,1184988.0,750000.0,12
193,317,F,ENERGEN RESOURCES CORPORATION,GLASSCOCK,40835,2011,31.723940000000002,-101.53538,10919,Over 160,Over 160,STRAWN,SPBR_U --> STRAWN,7.0,14,552000.0,29000.0,0.0,0.0,789000.0,581000.0,29.108,3203,7,552000.0,820000.0,14
849,1412,A,SUMMIT PETROLEUM LIMITED LIABILITY CORP,MIDLAND,40835,2011,31.757340000000003,-102.14178000000001,10555,160,40,STRAWN,SPBR_U --> STRAWN,1.0,1,1314264.0,0.0,0.0,0.0,830181.0,1314264.0,84.59200000000001,1466,1,1020432.0,615376.0,1
226,362,D,APACHE CORPORATION,GLASSCOCK,40835,2011,31.8386,-101.54503000000001,10935,40,80,SIL_DEV,WFMP --> SIL_DEV,8.0,8,339700.0,0.0,469500.0,0.0,609263.0,809200.0,26.81893188,4209,13,1406065.0,1422398.0,13
838,1395,A,CROWNQUEST OPERATING LLC,MIDLAND,40835,2011,31.874390000000002,-102.00925,11501,160,Sub 20,ATOKA,SPBR_L --> ATOKA,1.0,1,781200.0,0.0,0.0,0.0,866400.0,781200.0,74.232,2725,1,1430142.0,871556.0,1
831,1388,D,TRILOGY OPERATING INCORPORATED,MIDLAND,40836,2011,31.96047,-101.78676,10349,80,40,WFMP,CLFK --> WFMP,1.0,1,0.0,0.0,821688.0,0.0,774294.0,821688.0,46.928000000000004,2222,3,1202484.0,1149527.0,6
821,1369,A,ENERGEN RESOURCES CORPORATION,MIDLAND,40838,2011,31.81772,-102.20188,10652,160,Over 160,WFMP,SPBR_L --> WFMP,1.0,1,1283142.0,0.0,0.0,0.0,800014.0,1283142.0,124.096,2116,10,622146.0,967108.0,10
1555,2616,B,PIONEER NATURAL RESOURCES USA INC,UPTON,40840,2011,31.520870000000002,-101.97454,10890,40,160,ATOKA,SPBR_U --> ATOKA,3.0,6,0.0,10500.0,846626.0,0.0,1082917.0,857126.0,61.343999999999994,3698,5,611500.0,900188.0,5
216,351,D,BERRY OIL COMPANY,GLASSCOCK,40840,2011,31.97478,-101.73801,11050,,,SIL_DEV,WFMP --> SIL_DEV,12.0,12,0.0,0.0,889938.0,0.0,1061120.0,889938.0,19.624000000000002,2541,12,849450.0,898544.0,12
1522,2559,B,PIONEER NATURAL RESOURCES USA INC,UPTON,40842,2011,31.516759999999998,-102.00374000000001,10890,40,80,ATOKA,SPBR_U --> ATOKA,3.0,6,0.0,15000.0,1059630.0,0.0,1799100.0,1074630.0,54.856,2631,3,554400.0,459125.0,3
165,271,F,ENERGEN RESOURCES CORPORATION,GLASSCOCK,40843,2011,31.72083,-101.49947,10057,80,Over 160,WFMP,CLFK --> WFMP,7.0,14,111000.0,29000.0,397000.0,0.0,839500.0,537000.0,6.9879999999999995,3077,6,502500.0,762000.0,12
1567,2635,B,COG OPERATING LIMITED LIABILITY CORP,UPTON,40843,2011,31.504929999999998,-102.06801,10814,40,160,WFMP,SPBR_U --> WFMP,1.0,1,1096074.0,0.0,0.0,0.0,698500.0,1096074.0,47.26,2800,1,1139922.0,732500.0,1
1341,2221,F,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,REAGAN,40846,2011,31.5342,-101.51575,10144,160,40,WFMP,SPBR_L --> WFMP,1.0,2,0.0,10080.0,826392.0,0.0,727700.0,836472.0,27.78,1554,4,223567.0,494978.0,8
169,277,D,ROYALTY LAND & DEVELOPMENT COMPANY INC,GLASSCOCK,40846,2011,31.93507,-101.70192,10350,80,Over 160,ATOKA,WFMP --> ATOKA,2.0,4,1402800.0,26000.0,0.0,0.0,689000.0,1428800.0,97.304,2847,1,1043784.0,1016000.0,1
1548,2606,B,COG OPERATING LIMITED LIABILITY CORP,UPTON,40846,2011,31.51306,-102.09707,11389,40,Over 160,ATOKA,SPBR_U --> ATOKA,1.0,1,1361934.0,0.0,0.0,0.0,870000.0,1361934.0,140.79551669999998,3437,3,605700.0,648760.0,3
828,1382,A,COG OPERATING LIMITED LIABILITY CORP,MIDLAND,40850,2011,31.81845,-102.15355,11835,80,80,ATOKA,SPBR_U --> ATOKA,1.0,1,0.0,0.0,1335348.0,0.0,808500.0,1335348.0,50.443999999999996,1510,1,792918.0,390020.0,1
852,1416,B,ATHLON ENERGY OPERATING LLC,MIDLAND,40851,2011,31.67881,-102.10276,11375,80,40,ATOKA,SPBR_U --> ATOKA,1.0,1,0.0,0.0,1351602.0,0.0,107600.0,1351602.0,5.083,1936,10,808603.0,992880.0,21
858,1425,B,MIDENERGY OPERATING LLC,MIDLAND,40853,2011,31.710620000000002,-101.93136,10952,40,80,STRAWN,WFMP --> STRAWN,1.0,2,0.0,13000.0,418800.0,0.0,530100.0,431800.0,4.5280000000000005,2740,1,1179780.0,756280.0,1
199,324,F,ENERGEN RESOURCES CORPORATION,GLASSCOCK,40853,2011,31.6918,-101.49471,9988,80,Over 160,ATOKA,SPBR_U --> ATOKA,7.0,14,111000.0,29000.0,407000.0,0.0,873500.0,547000.0,48.431999999999995,3413,7,543000.0,789000.0,14
1340,2220,F,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,REAGAN,40854,2011,31.529159999999997,-101.52375,9958,160,80,WFMP,WFMP --> WFMP,1.0,2,0.0,10080.0,836892.0,0.0,682210.0,846972.0,23.451999999999998,1547,4,230445.0,592740.0,8
1521,2557,B,PIONEER NATURAL RESOURCES USA INC,UPTON,40855,2011,31.511440000000004,-102.02718,10935,40,160,ATOKA,SPBR_U --> ATOKA,3.0,6,645438.0,15000.0,287904.0,0.0,1218727.0,948342.0,63.628,2619,3,566400.0,453150.0,3
224,359,D,ATHLON FE OPERATING LLC,GLASSCOCK,40855,2011,31.851509999999998,-101.58851999999999,10327,80,Over 160,ATOKA,WFMP --> ATOKA,1.0,1,0.0,0.0,88200.0,0.0,74000.0,88200.0,11.548,3012,1,168000.0,0.0,1
145,243,D,ENERGEN RESOURCES CORPORATION,GLASSCOCK,40855,2011,31.75775,-101.62181,10898,40,80,STRAWN,CLFK --> STRAWN,8.0,16,225000.0,33000.0,433000.0,0.0,898500.0,691000.0,19.268,3672,8,620000.0,842000.0,16
146,246,D,ENERGEN RESOURCES CORPORATION,GLASSCOCK,40855,2011,31.73012,-101.62132,10818,40,80,ATOKA,SPBR_L --> ATOKA,8.0,16,225000.0,34500.0,416000.0,0.0,834000.0,675500.0,18.055999999999997,3345,3,1110038.0,1178247.0,6
1586,2664,B,COG OPERATING LIMITED LIABILITY CORP,UPTON,40857,2011,31.49499,-102.07788000000001,11500,40,160,ATOKA,SPBR_U --> ATOKA,1.0,1,1207164.0,0.0,0.0,0.0,762000.0,1207164.0,13.405816,3481,4,1158666.0,1208765.0,8
135,229,D,ENERGEN RESOURCES CORPORATION,GLASSCOCK,40858,2011,31.75941,-101.61243,10834,40,160,SIL_DEV,SPBR_L --> SIL_DEV,8.0,16,218000.0,34000.0,412000.0,0.0,740000.0,664000.0,41.876000000000005,3847,7,748000.0,862000.0,14
1574,2644,B,COG OPERATING LIMITED LIABILITY CORP,UPTON,40859,2011,31.5197,-102.11672,10610,40,Over 160,WFMP,SPBR_U --> WFMP,1.0,1,1075620.0,0.0,0.0,0.0,699035.0,1075620.0,163.956,1728,1,725466.0,602440.0,1
134,228,D,ENERGEN RESOURCES CORPORATION,GLASSCOCK,40859,2011,31.755909999999997,-101.6113,10715,40,160,ATOKA,CLFK --> ATOKA,8.0,16,100000.0,33000.0,513000.0,0.0,846000.0,646000.0,36.824,4238,8,816000.0,873000.0,16
788,1319,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,40861,2011,31.83431,-101.93788,10619,80,20,STRAWN,SPBR_U --> STRAWN,4.0,8,0.0,15000.0,1259164.0,0.0,1437820.0,1274164.0,94.432,1470,1,12012.0,473900.0,2
842,1403,A,COG OPERATING LIMITED LIABILITY CORP,MIDLAND,40861,2011,31.8371,-102.15379,10980,40,160,ATOKA,SPBR_U --> ATOKA,1.0,1,0.0,0.0,1312584.0,0.0,821000.0,1312584.0,83.38,2850,1,638902.0,892456.0,2
200,325,F,ENERGEN RESOURCES CORPORATION,GLASSCOCK,40863,2011,31.68399,-101.41708,10036,40,Over 160,ATOKA,SPBR_U --> ATOKA,6.0,12,111000.0,25000.0,338000.0,0.0,737500.0,474000.0,57.56,3801,7,550500.0,838000.0,14
1553,2613,B,PIONEER NATURAL RESOURCES USA INC,UPTON,40863,2011,31.52425,-101.9599,10900,40,40,ATOKA,SPBR_U --> ATOKA,3.0,6,0.0,15000.0,926472.0,0.0,1258004.0,941472.0,39.652,1584,1,12012.0,472180.0,2
843,1405,D,PIONEER NATURAL RESOURCES USA INC,MIDLAND,40865,2011,31.949070000000003,-101.82352,10452,80,20,STRAWN,CLFK --> STRAWN,4.0,8,0.0,16500.0,1444109.0,0.0,1573985.0,1460609.0,19.98,2967,1,672578.0,1036000.0,2
191,315,F,ENERGEN RESOURCES CORPORATION,GLASSCOCK,40866,2011,31.7156,-101.55288,10922,80,80,STRAWN,SPBR_U --> STRAWN,7.0,14,111000.0,28000.0,425500.0,0.0,752000.0,564500.0,28.564,3527,7,664000.0,940000.0,14
1565,2632,B,PIONEER NATURAL RESOURCES USA INC,UPTON,40868,2011,31.50572,-102.0151,10779,80,80,ATOKA,SPBR_U --> ATOKA,2.0,4,0.0,16500.0,1376194.0,0.0,1351741.0,1392694.0,54.93600000000001,3515,1,22500.0,1042000.0,2
834,1391,A,DISCOVERY OPERATING INCORPORATED,MIDLAND,40868,2011,31.84239,-102.04881999999999,10152,80,160,WFMP,SPBR_U --> WFMP,1.0,3,545500.0,11000.0,0.0,0.0,509500.0,556500.0,36.676,3035,4,1091126.0,1207210.0,8
209,341,D,PIONEER NATURAL RESOURCES USA INC,GLASSCOCK,40869,2011,31.9019,-101.71141999999999,10245,160,160,STRAWN,CLFK --> STRAWN,4.0,4,0.0,0.0,949223.0,0.0,1472808.0,949223.0,27.888,3549,4,1280860.0,1398631.0,8
221,356,D,PIONEER NATURAL RESOURCES USA INC,GLASSCOCK,40869,2011,31.89498,-101.72244,10451,160,40,ATOKA,SPBR_U --> ATOKA,4.0,8,0.0,15000.0,1383056.0,0.0,1390858.0,1398056.0,49.111999999999995,3540,4,1367077.0,1424293.0,8
194,318,F,ENERGEN RESOURCES CORPORATION,GLASSCOCK,40870,2011,31.72073,-101.53835,10464,80,160,STRAWN,SPBR_U --> STRAWN,7.0,14,111000.0,29000.0,402000.0,0.0,795000.0,542000.0,12.116,3765,7,572500.0,856000.0,14
848,1411,A,SUMMIT PETROLEUM LIMITED LIABILITY CORP,MIDLAND,40873,2011,31.743470000000002,-102.11874,10514,80,80,WFMP,SPBR_U --> WFMP,1.0,1,1015350.0,0.0,0.0,0.0,717041.0,1015350.0,89.508,3260,4,1237308.0,1563055.0,5
1558,2622,B,COG OPERATING LIMITED LIABILITY CORP,UPTON,40875,2011,31.618579999999998,-102.11414,11033,Over 160,Sub 20,ATOKA,WFMP --> ATOKA,1.0,1,0.0,0.0,994938.0,0.0,497189.0,994938.0,52.316,2551,1,1354080.0,886503.0,1
222,357,D,PIONEER NATURAL RESOURCES USA INC,GLASSCOCK,40876,2011,31.8478222,-101.6853695,10344,160,40,STRAWN,CLFK --> STRAWN,4.0,8,0.0,16500.0,1350577.0,0.0,1424293.0,1367077.0,44.632,1988,1,1119758.0,740000.0,2
212,344,D,PIONEER NATURAL RESOURCES USA INC,GLASSCOCK,40876,2011,31.88806,-101.67531,10184,Over 160,Over 160,ATOKA,SPBR_U --> ATOKA,4.0,8,0.0,16500.0,1264360.0,0.0,1398631.0,1280860.0,38.444,3555,7,493500.0,871500.0,14
835,1392,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,40876,2011,31.937109999999997,-101.88580999999999,10428,40,40,WFMP,SPBR_U --> WFMP,3.0,3,0.0,0.0,1052798.0,0.0,1423739.0,1052798.0,42.11600000000001,2950,1,1234338.0,779500.0,1
1519,2554,B,PIONEER NATURAL RESOURCES USA INC,UPTON,40877,2011,31.50995,-102.00983000000001,10882,80,160,ATOKA,SPBR_U --> ATOKA,3.0,6,678918.0,12000.0,318776.0,0.0,1080119.0,1009694.0,35.784,2366,9,1198084.0,976122.0,18
217,352,D,BERRY OIL COMPANY,GLASSCOCK,40877,2011,31.97805,-101.7447,11500,,,#VALUE!,#VALUE!,12.0,12,0.0,0.0,849450.0,0.0,898544.0,849450.0,15.235999999999999,1858,9,682782.0,767118.0,9
854,1418,A,COG OPERATING LIMITED LIABILITY CORP,MIDLAND,40877,2011,31.8131,-102.17307,11445,80,Over 160,ATOKA,SPBR_U --> ATOKA,1.0,1,0.0,0.0,1169910.0,0.0,782000.0,1169910.0,57.208,1820,12,839510.0,797429.0,24
229,369,F,ATHLON FE OPERATING LLC,GLASSCOCK,40878,2011,31.67558,-101.51621,10272,,,#VALUE!,#VALUE!,1.0,1,,,,,110000.0,,87.31200000000001,2268,2,1399814.0,671929.0,4
845,1407,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,40878,2011,31.95106,-101.82864000000001,10446,80,40,STRAWN,CLFK --> STRAWN,3.0,6,0.0,20200.0,1388027.0,0.0,1238775.0,1408227.0,73.664,2116,3,1100826.0,1244837.0,6
830,1386,B,BERRY OIL COMPANY,MIDLAND,40879,2011,31.710188199999997,-101.93932059999999,11830,40,Sub 20,ATOKA,WFMP --> ATOKA,13.0,13,0.0,0.0,740292.0,0.0,764714.0,740292.0,0.248,2608,11,773088.0,978294.0,11
1585,2663,B,ATHLON ENERGY OPERATING LLC,UPTON,40881,2011,31.641440000000003,-102.07267,11584,80,40,ATOKA,WFMP --> ATOKA,1.0,1,,,,,150000.0,,6.809624121000001,2998,3,1131872.0,1321582.0,6
827,1381,A,COG OPERATING LIMITED LIABILITY CORP,MIDLAND,40883,2011,31.85988,-102.14896,11105,40,160,ATOKA,SPBR_U --> ATOKA,1.0,1,0.0,0.0,1565760.0,0.0,851126.0,1565760.0,105.98,3000,1,1314558.0,820100.0,1
1342,2222,F,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,REAGAN,40883,2011,31.53023,-101.5001,10130,160,80,ATOKA,WFMP --> ATOKA,1.0,2,865116.0,11004.0,0.0,0.0,539130.0,876120.0,58.35854761,1540,4,246762.0,601360.0,8
120,205,D,PIONEER NATURAL RESOURCES USA INC,GLASSCOCK,40883,2011,31.97697,-101.66415,9975,40,Over 160,STRAWN,CLFK --> STRAWN,4.0,8,0.0,16500.0,1196362.0,0.0,1483342.0,1212862.0,41.86032034,4352,7,1134264.0,993540.0,7
1571,2641,B,COG OPERATING LIMITED LIABILITY CORP,UPTON,40883,2011,31.61938,-102.1409,11550,160,Sub 20,ATOKA,WFMP --> ATOKA,1.0,1,0.0,0.0,951468.0,0.0,471000.0,951468.0,106.52,3085,1,1188264.0,800620.0,2
244,398,F,ENERGEN RESOURCES CORPORATION,GLASSCOCK,40884,2011,31.70137,-101.45425,10024,,,#VALUE!,#VALUE!,7.0,15,111000.0,30500.0,422000.0,0.0,849500.0,563500.0,36.36439764,3837,7,555500.0,843000.0,14
213,345,D,PIONEER NATURAL RESOURCES USA INC,GLASSCOCK,40885,2011,31.97468,-101.69011,10201,80,Over 160,ATOKA,SPBR_U --> ATOKA,4.0,8,706782.0,16500.0,667622.0,0.0,1432848.0,1390904.0,64.55199999999999,3647,7,577000.0,896500.0,14
208,340,D,PIONEER NATURAL RESOURCES USA INC,GLASSCOCK,40885,2011,31.8012,-101.64413,10287,40,40,STRAWN,SPBR_U --> STRAWN,4.0,8,0.0,16500.0,1456140.0,0.0,1412896.0,1472640.0,85.22399999999999,3826,8,1008.0,703000.0,9
787,1318,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,40885,2011,31.827709999999996,-101.91802,10617,40,20,STRAWN,SPBR_U --> STRAWN,4.0,8,0.0,15000.0,1431150.0,0.0,1460529.0,1446150.0,202.956,2505,1,23700.0,996000.0,1
815,1359,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,40885,2011,31.85458,-101.98048,10877,40,Sub 20,STRAWN,SPBR_L --> STRAWN,4.0,8,0.0,15000.0,1364498.0,0.0,1409144.0,1379498.0,101.708,2389,2,1140396.0,1027250.0,4
237,387,F,ENERGEN RESOURCES CORPORATION,GLASSCOCK,40886,2011,31.699270000000002,-101.44853,10064,80,Over 160,STRAWN,SPBR_U --> STRAWN,7.0,14,101000.0,29000.0,397000.0,0.0,446000.0,527000.0,15.6,3789,7,602800.0,848500.0,14
1566,2634,B,COG OPERATING LIMITED LIABILITY CORP,UPTON,40886,2011,31.509420000000002,-102.06506999999999,11490,40,160,ATOKA,SPBR_U --> ATOKA,1.0,1,1255367.367,0.0,0.0,0.0,776000.0,1255367.367,115.23465990000001,820,1,30156000.0,345000.0,1
197,322,F,ENERGEN RESOURCES CORPORATION,GLASSCOCK,40888,2011,31.67721,-101.44663,10016,40,Over 160,ATOKA,SPBR_L --> ATOKA,7.0,14,96000.0,29000.0,427000.0,0.0,820000.0,552000.0,45.868,3721,8,658500.0,886000.0,16
816,1360,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,40891,2011,31.83288,-101.96005,10879,40,160,ATOKA,SPBR_U --> ATOKA,4.0,8,0.0,15000.0,1441477.0,0.0,1417665.0,1456477.0,24.291999999999998,3028,3,1029524.0,1224380.0,6
859,1426,B,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,MIDLAND,40891,2011,31.70005,-102.02924,10715,80,80,WFMP,WFMP --> WFMP,1.0,2,0.0,8064.0,76440.0,0.0,264370.0,84504.0,4.216,2770,1,1319178.0,798960.0,1
241,394,D,ATHLON FE OPERATING LLC,GLASSCOCK,40892,2011,31.792690000000004,-101.56571,10039,,,#VALUE!,#VALUE!,1.0,2,0.0,2016.0,0.0,0.0,79000.0,2016.0,80.704,3891,7,602000.0,910000.0,14
1581,2653,B,PIONEER NATURAL RESOURCES USA INC,UPTON,40892,2011,31.519730499999998,-101.9528889,10854,40,40,ATOKA,SPBR_U --> ATOKA,3.0,6,0.0,16500.0,1392010.0,0.0,1479543.0,1408510.0,65.012,3451,4,746800.0,725465.0,4
785,1313,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,40892,2011,31.949140000000003,-101.83684000000001,10581,40,40,ATOKA,SPBR_U --> ATOKA,4.0,8,0.0,16500.0,1355021.0,0.0,1475648.0,1371521.0,18.89,2133,1,895120.0,793130.0,2
1469,2467,B,APACHE CORPORATION,UPTON,40894,2011,31.52597,-102.06218,10907,80,40,STRAWN,SPBR_U --> STRAWN,9.0,9,582000.0,0.0,377500.0,0.0,884126.0,959500.0,31.468000000000004,2363,7,457584.0,837980.0,14
202,332,F,ENERGEN RESOURCES CORPORATION,GLASSCOCK,40898,2011,31.669990000000002,-101.44440999999999,10067,80,Over 160,ATOKA,SPBR_U --> ATOKA,7.0,14,111000.0,29000.0,417000.0,0.0,896000.0,557000.0,36.408,3895,7,573500.0,852300.0,14
871,1461,B,BERRY OIL COMPANY,MIDLAND,40901,2011,31.693109999999997,-101.92723000000001,11773,Over 160,40,ATOKA,WFMP --> ATOKA,11.0,22,0.0,16000.0,842000.0,0.0,609809.0,858000.0,7.608,2563,2,1257214.0,1430840.0,4
251,407,D,APACHE CORPORATION,GLASSCOCK,40902,2011,31.8308,-101.54607,10885,,,#VALUE!,#VALUE!,7.0,7,245500.0,0.0,448500.0,0.0,520438.0,694000.0,15.464,3261,4,1366475.0,1454339.0,8
207,339,D,PIONEER NATURAL RESOURCES USA INC,GLASSCOCK,40906,2011,31.86995,-101.71895,10376,40,160,ATOKA,SPBR_U --> ATOKA,4.0,8,1453499.0,16500.0,0.0,0.0,1414833.0,1469999.0,37.312,3372,4,1515564.0,1516247.0,7
240,393,D,PIONEER NATURAL RESOURCES USA INC,GLASSCOCK,40907,2011,31.83816,-101.59794000000001,10152,40,Over 160,#VALUE!,#VALUE!,4.0,8,0.0,16500.0,1502871.0,0.0,1451372.0,1519371.0,113.67200000000001,3861,7,537000.0,868500.0,14
1596,2676,B,PIONEER NATURAL RESOURCES USA INC,UPTON,40911,2012,31.51393,-101.97155,10888,40,40,ATOKA,SPBR_U --> ATOKA,2.0,4,1073814.0,16500.0,343212.0,0.0,1512590.0,1433526.0,68.30228208,2685,1,1180326.0,734050.0,1
1578,2648,B,PIONEER NATURAL RESOURCES USA INC,UPTON,40911,2012,31.501109999999997,-102.00708,10855,40,80,ATOKA,SPBR_U --> ATOKA,3.0,6,0.0,16500.0,1252082.0,0.0,1344527.0,1268582.0,44.156000000000006,2472,1,989142.0,876280.0,1
840,1398,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,40912,2012,31.91885,-101.99661,11267,Over 160,Over 160,STRAWN,CLFK --> STRAWN,4.0,8,0.0,14000.0,1084116.0,0.0,1058922.0,1098116.0,56.644,2422,3,907353.0,941476.0,6
814,1356,C,PARSLEY ENERGY OPERATIONS LLC,MIDLAND,40915,2012,31.89578,-101.91425,11600,40,40,SIL_DEV,SPBR_L --> SIL_DEV,1.0,1,958398.0,0.0,0.0,0.0,846620.0,958398.0,118.444,3195,4,1037400.0,1184791.0,8
786,1315,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,40915,2012,31.9465,-101.8381,10577,40,20,ATOKA,SPBR_U --> ATOKA,4.0,4,0.0,0.0,1231488.0,0.0,1563055.0,1231488.0,204.808,2448,6,711438.0,823000.0,12
784,1312,C,PIONEER NATURAL RESOURCES USA INC,MIDLAND,40917,2012,31.840870000000002,-101.95817,10754,40,160,STRAWN,SPBR_L --> STRAWN,4.0,8,0.0,15000.0,1218576.0,0.0,1228603.0,1233576.0,60.576,1976,5,671790.0,864000.0,10
1506,2536,B,PARSLEY ENERGY OPERATIONS LLC,UPTON,40922,2012,31.636129999999998,-101.91497,11606,80,40,ATOKA,WFMP --> ATOKA,1.0,1,989142.0,0.0,0.0,0.0,876280.0,989142.0,101.464,2985,10,636238.0,1030282.0,20
1580,2651,B,PIONEER NATURAL RESOURCES USA INC,UPTON,40923,2012,31.50978,-102.02101,10907,40,160,STRAWN,SPBR_L --> STRAWN,2.0,4,0.0,15000.0,1229056.0,0.0,1113757.0,1244056.0,87.508,3106,3,3920893.0,1138269.0,6
1324,2191,E,PIONEER NATURAL RESOURCES USA INC,REAGAN,40923,2012,31.521890000000003,-101.73661,10615,80,Sub 20,STRAWN,SPBR_U --> STRAWN,3.0,6,0.0,7000.0,852969.0,0.0,883655.0,859969.0,29.30455739,1547,2,220655.0,258000.0,2
875,1466,B,ATHLON ENERGY OPERATING LLC,MIDLAND,40924,2012,31.66521,-102.08433000000001,11462,40,40,ATOKA,SPBR_L --> ATOKA,1.0,1,0.0,0.0,124000.0,0.0,120000.0,124000.0,5.604,2715,1,1376802.0,867169.0,1
873,1463,B,ATHLON ENERGY OPERATING LLC,MIDLAND,40924,2012,31.65588,-102.04129,11707,40,40,ATOKA,WFMP --> ATOKA,1.0,1,189000.0,0.0,0.0,0.0,130000.0,189000.0,38.888000000000005,2595,4,1379498.0,1409144.0,8
1348,2237,F,ENDEAVOR ENERGY RESOURCES LIMITED PRTS,REAGAN,40925,2012,31.53383,-101.47735,10054,Sub 20,40,ATOKA,WFMP --> ATOKA,1.0,2,0.0,9072.0,762426.0,0.0,503744.0,771498.0,7.836,1560,2,372750.0,35000.0,2
1467,2465,B,APACHE CORPORATION,UPTON,40927,2012,31.51677,-102.01928000000001,10845,80,80,ATOKA,CLFK --> ATOKA,8.0,8,0.0,0.0,200000.0,687500.0,794375.0,887500.0,49.843999999999994,2411,1,790160.0,671000.0,2
1575,2645,B,COG OPERATING LIMITED LIABILITY CORP,UPTON,40927,2012,31.515109999999996,-102.08872,11517,40,Over 160,ATOKA,SPBR_U --> ATOKA,1.0,1,1181544.0,0.0,0.0,0.0,699004.0,1181544.0,176.18574850000002,3274,1,1103634.0,885240.0,1
1582,2655,B,PIONEER NATURAL RESOURCES USA INC,UPTON,40930,2012,31.519709999999996,-101.96799999999999,10885,20,80,ATOKA,SPBR_U --> ATOKA,3.0,6,0.0,15000.0,1252438.0,0.0,1360760.0,1267438.0,66.07164649,3016,4,1295260.0,1289759.0,8
867,1447,B,ATHLON ENERGY OPERATING LLC,MIDLAND,40930,2012,31.677970000000002,-102.02717,11655,160,40,ATOKA,WFMP --> ATOKA,1.0,1,0.0,0.0,6053124.0,0.0,50000.0,6053124.0,19.41496207,1493,1,692958.0,492140.0,2
248,403,D,APACHE CORPORATION,GLASSCOCK,40931,2012,31.818140000000003,-101.53517,10790,,,#VALUE!,#VALUE!,7.0,7,0.0,0.0,564000.0,122750.0,508694.0,686750.0,20.904,2892,7,695000.0,520188.0,8
