WellID,Number,Type,Depth Top,Depth Base,Fluid Amount,Fluid Units,Fluid Type,Propping Agent Amount,Propping Agent Units,Propping Agent Type,Pressure Breakdown,Injection Rate,Additive,Mesh Size,Remark
1994,1,FRAC,6250,7227,241752.0,GAL,W,61500.0,LB,SAND,,,,20/40,"DETAILS: SLICK WTR, BRADY SD"
1994,2,FRAC,7641,7825,123732.0,GAL,W,61500.0,LB,SAND,,,,20/40,"DETAILS: SLICK WTR, B SD"
1995,1,FRAC,6513,7481,251400.0,GAL,W,51200.0,LB,SAND,,,SFAC,20/40,DETAILS: SLICK WTR; BRADY SD
1995,2,FRAC,7904,8124,131800.0,GAL,W,49250.0,LB,SAND,,,SFAC,20/40,DETAILS: SLICK WTR; BRADY SD
1997,1,FRAC,6384,7357,251400.0,GAL,W,51200.0,LB,SAND,,,,20/40,BRADY SD
1997,2,FRAC,7769,7976,131800.0,GAL,W,49250.0,LB,SAND,,,,20/40,
1998,1,FRAC,6488,7457,251400.0,GAL,W,51200.0,LB,SAND,,,SFAC,20/40,"DETAILS: SLICK WTR, BRADY SD"
1998,2,FRAC,7877,8083,131800.0,GAL,W,49250.0,LB,SAND,,,SFAC,20/40,"DETAILS: SLICK WTR, BRADY SD"
2000,1,FRAC,6184,7202,245400.0,GAL,W,51200.0,LB,SAND,,,SFAC,20/40,DETAILS: SLICK WTR; BRADY SD
2000,2,FRAC,7610,8380,259400.0,GAL,W,98500.0,LB,SAND,,,SFAC,20/40,DETAILS: SLICK WTR; BRADY SD
2002,1,FRAC,6497,7489,245400.0,GAL,W,51200.0,LB,SAND,,,SFAC,20/40,DETAILS: SLICK WTR; BRADY SD
2002,2,FRAC,7895,8407,259400.0,GAL,W,98500.0,LB,SAND,,,SFAC,20/40,DETAILS: SLICK WTR; BRADY SD
2004,1,FRAC,6116,7152,245400.0,GAL,W,51200.0,LB,SAND,,,,20/40,"DETAILS: SLICK WTR, BRADY SD"
2004,2,FRAC,7575,8434,259400.0,GAL,W,98500.0,LB,SAND,,,,20/40,"DETAILS: SLICK WTR, MESH B SD"
2005,1,FRAC,6446,7424,243516.0,GAL,W,63516.0,LB,SAND,,,,20/40,"DETAILS: SLK WTR, BRADY SD"
2005,2,FRAC,7835,8460,237006.0,GAL,W,107336.0,LB,SAND,,,,20/40,"DETAILS: SLK WTR, BRADY SD"
2007,1,FRAC,6422,7400,242424.0,GAL,W,65080.0,LB,SAND,,,,20/40,"DETAILS: SLK WTR, BRADY SD"
2007,2,FRAC,7814,7977,126084.0,GAL,W,60750.0,LB,SAND,,,,20/40,"DETAILS: SLK WTR, BRADY SD"
2008,1,FRAC,6474,7461,241752.0,GAL,W,61500.0,LB,SAND,,,,20/40,BRADY SD
2008,2,FRAC,7875,8041,123732.0,GAL,W,61500.0,LB,SAND,,,,20/40,BRADY SD
2010,1,FRAC,6378,6408,242424.0,GAL,W,65080.0,LB,SAND,,,,20/40,"DETAILS: SLICK WTR, BRADY SD"
2010,2,FRAC,7771,7939,126084.0,GAL,W,60750.0,LB,SAND,,,,20/40,"DETAILS: SLICK WTR, B SD"
2011,1,BKDN,7965,8093,1750.0,GAL,A,0,undefined,undefined,1882,,HCL,,7 1/2%
2011,2,FRAC,7965,8093,64945.0,GAL,X-LINKGEL,156881.0,LB,SAND,,35,,20/40,25# BORATE
2011,3,FRAC,7138,7414,74623.0,GAL,X-LINKGEL,181782.0,LB,SAND,,32,SCIN,20/40,20# BORATE
2011,4,FRAC,6539,6853,52571.0,GAL,X-LINKGEL,131432.0,LB,SAND,,34,,20/40,20# BORATE
2013,1,ACID,7837,7951,1500.0,GAL,A,0,undefined,undefined,,,HCL,,7 1/2%
2013,2,FRAC,7837,7951,64348.0,GAL,X-LINKGEL,156725.0,LB,SAND,,33,SCIN,20/40,25# BORATE
2013,3,ACID,6979,7277,2000.0,GAL,A,0,undefined,undefined,,,HCL,,7 1/2%
2013,4,FRAC,6979,7277,73896.0,GAL,X-LINKGEL,161674.0,LB,SAND,,32,SCIN,20/40,20# BORATE
2013,5,ACID,6381,6692,1500.0,GAL,A,0,undefined,undefined,,,HCL,,7 1/2%
2013,6,FRAC,6381,6692,54324.0,GAL,X-LINKGEL,133901.0,LB,SAND,,32,,20/40,20# BORATE
2014,1,ACID,8243,8367,1500.0,GAL,A,0,undefined,undefined,,,HCL,,15%
2014,2,FRAC,8243,8367,64389.0,GAL,X-LINKGEL,157758.0,LB,SAND,,36,SCIN,20/40,25# BORATE
2014,3,ACID,7409,7705,2000.0,GAL,A,0,undefined,undefined,,,HCL,,7 1/2%
2014,4,FRAC,7409,7705,73612.0,GAL,X-LINKGEL,182692.0,LB,SAND,,34,SCIN,20/40,20# BORATE
2014,5,ACID,6799,6959,1500.0,GAL,A,0,undefined,undefined,,,HCL,,7 1/2%
2014,6,FRAC,6799,6959,52690.0,GAL,X-LINKGEL,130760.0,LB,SAND,,33,,20/40,20# BORATE
2015,1,ACID,8195,8322,1500.0,GAL,A,0,undefined,undefined,,,HCL,,15%
2015,2,FRAC,8195,8322,65040.0,GAL,X-LINKGEL,154287.0,LB,SAND,,39,SCIN,20/40,25# BORATE
2015,3,ACID,7381,7642,2000.0,GAL,A,0,undefined,undefined,,,HCL,,7 1/2%
2015,4,FRAC,7381,7642,71083.0,GAL,X-LINKGEL,182207.0,LB,SAND,,33,SCIN,20/40,20# BORATE
2015,5,ACID,6771,6927,1500.0,GAL,A,0,undefined,undefined,,,HCL,,7 1/2%
2015,6,FRAC,6771,6927,55951.0,GAL,X-LINKGEL,134326.0,LB,SAND,,33,,20/40,20# BORATE
2016,1,BKDN,8273,8401,1750.0,GAL,A,0,undefined,undefined,1838,,HCL,,15%
2016,2,FRAC,8273,8401,65559.0,GAL,X-LINKGEL,157375.0,LB,SAND,,33,SCIN,20/40,25# BORATE
2016,3,ACID,7557,7745,3000.0,GAL,A,0,undefined,undefined,,,HCL,,7 1/2%
2016,4,FRAC,7557,7745,75575.0,GAL,X-LINKGEL,181978.0,LB,SAND,,32,SCIN,20/40,20# BORATE
2016,5,ACID,6838,6988,200.0,GAL,A,0,undefined,undefined,,,,,10% ACETIC
2018,1,BKDN,8200,8319,1500.0,GAL,A,0,undefined,undefined,4250,,HCL,,15%
2018,2,FRAC,8200,8319,65068.0,GAL,X-LINKGEL,156958.0,LB,SAND,,35,SCIN,20/40,25# BORATE
2018,3,ACID,7470,7658,2000.0,GAL,A,0,undefined,undefined,,,HCL,,7 1/2%
2018,4,FRAC,7470,7658,71489.0,GAL,X-LINKGEL,181111.0,LB,SAND,,32,SCIN,20/40,20# BORATE
2018,5,ACID,6755,6921,1500.0,GAL,A,0,undefined,undefined,,,HCL,,7 1/2%
2018,6,FRAC,6755,6921,51621.0,GAL,X-LINKGEL,132431.0,LB,SAND,,32,,20/40,20# BORATE
2020,1,BKDN,7950,8265,1750.0,GAL,A,0,undefined,undefined,2213,,HCL,,7 1/2%
2020,2,FRAC,7950,8265,65583.0,GAL,X-LINKGEL,156994.0,LB,SAND,,37,SCIN,20/40,25# BORATE
2020,3,ACID,7326,7632,2000.0,GAL,A,0,undefined,undefined,,,HCL,,7 1/2%
2020,4,FRAC,7326,7632,70473.0,GAL,X-LINKGEL,181069.0,LB,SAND,,35,SCIN,20/40,20# BORATE
2020,5,ACID,6685,6935,2000.0,GAL,A,0,undefined,undefined,,,HCL,,7 1/2%
2020,6,FRAC,6685,6935,56261.0,GAL,X-LINKGEL,134237.0,LB,SAND,,32,,20/40,20# BORATE
2023,1,FRAC,6422,7404,245400.0,GAL,W,61500.0,LB,SAND,,,SFAC,20/40,DETAILS: SLICK WTR; BRADY SD
2023,2,FRAC,7817,8216,128000.0,GAL,W,61500.0,LB,SAND,,,SFAC,20/40,DETAILS: SLICK WTR; BRADY SD
2025,1,BKDN,7922,8128,1750.0,GAL,A,0,undefined,undefined,2567,,HCL,,15%
2025,2,FRAC,7922,8128,65715.0,GAL,X-LINKGEL,155096.0,LB,SAND,,35,SCIN,20/40,25# BORATE
2025,3,ACID,7067,7237,1500.0,GAL,A,0,undefined,undefined,,,HCL,,7 1/2%
2025,4,FRAC,7067,7237,74313.0,GAL,X-LINKGEL,181611.0,LB,SAND,,35,SCIN,20/40,20# BORATE
2025,5,FRAC,6475,6804,54754.0,GAL,X-LINKGEL,136373.0,LB,SAND,,32,,20/40,20# BORATE
2026,1,FRAC,6344,7322,262165.0,GAL,W,55956.0,LB,SAND,,,,20/40,BRADY SD
2026,2,FRAC,7716,8003,131800.0,GAL,W,48985.0,LB,SAND,,,,20/40,
2027,1,FRAC,6139,7154,249018.0,GAL,W,50923.0,LB,SAND,,,,20/40,BRADY SD
2027,2,FRAC,7575,8398,260232.0,GAL,W,98929.0,LB,SAND,,,,20/40,BRADY SD
2029,1,BKDN,7932,8044,1500.0,GAL,A,0,undefined,undefined,2527,,HCL,,15%
2029,2,FRAC,7932,8044,64877.0,GAL,X-LINKGEL,155441.0,LB,SAND,,35,SCIN,20/40,25# BORATE
2029,3,FRAC,7084,7355,74334.0,GAL,X-LINKGEL,181220.0,LB,SAND,,32,,20/40,20# BORATE
2029,4,FRAC,6481,6786,54532.0,GAL,X-LINKGEL,134899.0,LB,SAND,,33,,20/40,20# BORATE
2030,1,BKDN,8016,8137,1750.0,GAL,A,0,undefined,undefined,,,HCL,,7 1/2%
2030,2,FRAC,8016,8137,65523.0,GAL,X-LINKGEL,157144.0,LB,SAND,,35,SCIN,20/40,25# BORATE
2030,3,ACID,7375,7494,2000.0,GAL,A,0,undefined,undefined,,,HCL,,7 1/2%
2030,4,FRAC,7375,7494,75222.0,GAL,X-LINKGEL,179201.0,LB,SAND,,33,SCIN,20/40,20# BORATE
2030,5,ACID,6569,6769,1500.0,GAL,A,0,undefined,undefined,,,HCL,,7 1/2%
2030,6,FRAC,6569,6769,52886.0,GAL,X-LINKGEL,134855.0,LB,SAND,,33,,20/40,20# BORATE
2031,1,BKDN,7990,8200,1750.0,GAL,A,0,undefined,undefined,2078,,HCL,,15%
2031,2,FRAC,7990,8200,66921.0,GAL,X-LINKGEL,156106.0,LB,SAND,,36,SCIN,20/40,25# BORATE
2031,3,ACID,7299,7579,2000.0,GAL,A,0,undefined,undefined,,,HCL,,7 1/2%
2031,4,FRAC,7299,7579,74462.0,GAL,X-LINKGEL,180961.0,LB,SAND,,33,SCIN,20/40,20# BORATE
2031,5,ACID,6575,6884,2000.0,GAL,A,0,undefined,undefined,,,HCL,,7 1/2%
2031,6,FRAC,6575,6884,55478.0,GAL,X-LINKGEL,136393.0,LB,SAND,,32,,20/40,20# BORATE
2039,1,BKDN,8000,8209,1750.0,GAL,A,0,undefined,undefined,3722,,HCL,,15%
2039,2,FRAC,8000,8209,70834.0,GAL,X-LINKGEL,156184.0,LB,SAND,,35,SCIN,20/40,25# BORATE
2039,3,ACID,7347,7485,4000.0,GAL,A,0,undefined,undefined,,,HCL,,7 1/2%
2039,4,FRAC,7347,7485,73474.0,GAL,X-LINKGEL,180227.0,LB,SAND,,32,SCIN,2040,20# BORATE
2039,5,ACID,6562,6894,3000.0,GAL,A,0,undefined,undefined,,,HCL,,7 1/2%
2039,6,FRAC,6562,6894,54754.0,GAL,X-LINKGEL,134929.0,LB,SAND,,32,,20/40,20# BORATE
2040,1,BKDN,7815,8068,1750.0,GAL,A,0,undefined,undefined,3088,,HCL,,15%
2040,2,FRAC,7815,8068,66650.0,GAL,X-LINKGEL,155295.0,LB,SAND,,35,SCIN,,25# BORATE
2040,3,ACID,7141,7250,4000.0,GAL,A,0,undefined,undefined,,,HCL,,7 1/2%
2040,4,FRAC,7141,7250,76509.0,GAL,X-LINKGEL,180874.0,LB,SAND,,33,SCIN,20/40,20# BORATE
2040,5,ACID,6345,6498,3000.0,GAL,A,0,undefined,undefined,,,HCL,,7 1/2%
2040,6,FRAC,6345,6498,54807.0,GAL,X-LINKGEL,133851.0,LB,SAND,,33,,20/40,20# BORATE
2041,1,BKDN,7936,8144,1500.0,GAL,A,0,undefined,undefined,2379,,HCL,,15%
2041,2,FRAC,7936,8144,65117.0,GAL,X-LINKGEL,156824.0,LB,SAND,,36,SCIN,20/40,25# BORATE
2041,3,FRAC,7194,7349,74798.0,GAL,X-LINKGEL,180152.0,LB,SAND,,34,SCIN,20/40,20# BORATE
2041,4,FRAC,6493,6843,54973.0,GAL,X-LINKGEL,136404.0,LB,SAND,,32.5,,20/40,20# BORATE
2042,1,BKDN,8053,8112,1750.0,GAL,A,0,undefined,undefined,1900,,HCL,,15%
2042,2,FRAC,8053,8112,67494.0,GAL,X-LINKGEL,180000.0,LB,SAND,,40,SCIN,20/40,25# BORATE
2042,3,ACID,7329,7431,2000.0,GAL,A,0,undefined,undefined,,,HCL,,7 1/2%
2042,4,FRAC,7329,7431,68964.0,GAL,X-LINKGEL,180000.0,LB,SAND,,36,,20/40,20# BORATE
2042,5,ACID,6543,6695,1500.0,GAL,A,0,undefined,undefined,,,HCL,,7 1/2%
2042,6,FRAC,6543,6695,42798.0,GAL,X-LINKGEL,126860.0,LB,SAND,,35,,20/40,20# BORATE
2048,1,FRAC,6160,6200,83916.0,GAL,FLUD,132365.0,LB,SAND,,,,,
2048,2,FRAC,6760,6800,65898.0,GAL,FLUD,116696.0,LB,SAND,,,,,
2048,3,FRAC,7480,7520,65000.0,GAL,FLUD,124000.0,LB,SAND,,,,,
2048,4,FRAC,7940,7980,56000.0,GAL,FLUD,92000.0,LB,SAND,,,,,
2048,5,ACID,7940,7980,2000.0,GAL,A,0,undefined,undefined,,,HCL,,15%
2051,1,FRAC,6226,7265,251400.0,GAL,W,51200.0,LB,SAND,,,SFAC,20/40,DETAILS: SLICK WTR; BRADY SD
2051,2,FRAC,7680,7853,131800.0,GAL,W,49250.0,LB,SAND,,,SFAC,20/40,DETAILS: SLICK WTR; BRADY SD
2052,1,FRAC,6081,7133,251800.0,GAL,W,61500.0,LB,SAND,,,SFAC,20/40,DETAILS: SLICK WTR; BRADY SD
2052,2,FRAC,7555,8409,255700.0,GAL,W,110750.0,LB,SAND,,,SFAC,20/40,DETAILS: SLICK WTR; BRADY SD
2056,1,FRAC,6515,7515,241900.0,GAL,W,61500.0,LB,SAND,,,,20/40,"DETAILS: SLK WTR, BRADY SD"
2056,2,FRAC,7939,8150,123850.0,GAL,W,61500.0,LB,SAND,,,,20/40,"DETAILS: SLK WTR, BRADY SD"
2057,1,FRAC,6432,7436,253600.0,GAL,W,66600.0,LB,SAND,,,SFAC,20/40,DETAILS: SLICK WTR; BRADY SD
2057,2,FRAC,7842,8925,322822.0,GAL,W,134000.0,LB,SAND,,,SFAC,20/40,DETAILS: SLICK WTR; BRADY SD
2059,1,FRAC,6678,7698,225400.0,GAL,W,61500.0,LB,SAND,,,SFAC,20/40,DETAILS: SLICK WTR; BRADY SD
2059,2,FRAC,8110,8410,128000.0,GAL,W,61500.0,LB,SAND,,,SFAC,20/40,DETAILS: SLICK WTR; BRADY SD
2060,1,FRAC,6658,7654,256032.0,GAL,W,61500.0,LB,SAND,,,SFAC,20/40,DETAILS: SLICK WTR; BRADY SD
2060,2,FRAC,8070,8370,129000.0,GAL,W,61500.0,LB,SAND,,,SFAC,20/40,DETAILS: SLICK WTR; BRADY SD
2065,1,FRAC,6535,7532,225400.0,GAL,W,61500.0,LB,SAND,,,SFAC,20/40,DETAILS: SLICK WTR; BRADY SD
2065,2,FRAC,7964,8222,128000.0,GAL,W,61500.0,LB,SAND,,,SFAC,20/40,DETAILS: SLICK WTR; BRADY SD
2068,1,FRAC,6215,7252,241900.0,GAL,W,61500.0,LB,SAND,,,,20/40,"DETAILS: SLICK WTR, BRADY SD"
2068,2,FRAC,7677,7851,123850.0,GAL,W,61500.0,LB,SAND,,,,20/40,"DETAILS: SLICK WTR, MESH B SD"
2069,1,FRAC,6297,7276,242424.0,GAL,W,65080.0,LB,SAND,,,SFAC,20/40,DETAILS: SLK WTR; BRADY SD
2069,2,FRAC,7682,7963,126084.0,GAL,W,60750.0,LB,SAND,,,SFAC,20/40,DETAILS: SLK WTR; BRADY SD
2071,1,FRAC,6469,7451,241900.0,GAL,W,61500.0,LB,SAND,,,,20/40,BRADY SD
2071,2,FRAC,7866,8071,123850.0,GAL,W,61500.0,LB,SAND,,,,,BRADY SD
2072,1,FRAC,6234,7274,241750.0,GAL,W,61500.0,LB,SAND,,,,20/40,"DETAILS: SLICK WTR, BRADY SD"
2072,2,FRAC,7700,7875,123750.0,GAL,W,61500.0,LB,SAND,,,,20/40,"DETAILS: SLICK WTR, MESH B SD"
2073,1,FRAC,6465,7454,239484.0,GAL,W,62430.0,LB,SAND,,,SFAC,20/40,"DETAILS: SLK WTR, BRADY SD"
2073,2,FRAC,7874,8363,240492.0,GAL,W,107000.0,LB,SAND,,,SFAC,20/40,"DETAILS: SLK WTR, BRADY SD"
2074,1,FRAC,6366,7350,241900.0,GAL,W,61500.0,LB,SAND,,,,20/40,"DETAILS: SLICK WTR, BRADY SD"
2074,2,FRAC,7762,7963,123906.0,GAL,W,61500.0,LB,SAND,,,,20/40,"DETAILS: SLICK WTR, B SD"
2076,1,FRAC,6065,7111,239500.0,GAL,W,61500.0,LB,SAND,,,,20/40,BRADY SD
2076,2,FRAC,7535,8440,240500.0,GAL,W,107000.0,LB,SAND,,,,20/40,BRADY SD
2077,1,FRAC,6247,7227,241752.0,GAL,W,61500.0,LB,SAND,,,,20/40,"DETAILS: SLK WTR, BRADY SD"
2077,2,FRAC,7620,7824,123732.0,GAL,W,61500.0,LB,SAND,,,,20/40,"DETAILS: SLK WTR, MESH B SD"
2079,1,BKDN,8275,8404,1750.0,GAL,A,0,undefined,undefined,2852,,HCL,,15%
2079,2,FRAC,8275,8404,65725.0,GAL,X-LINKGEL,156535.0,LB,SAND,,35,SCIN,20/40,25# BORATE
2079,3,ACID,7644,7779,4000.0,GAL,A,0,undefined,undefined,,,HCL,,7 1/2%
2079,4,FRAC,7644,7779,74925.0,GAL,X-LINKGEL,181376.0,LB,SAND,,32,SCIN,20/40,20# BORATE
2079,5,ACID,6819,6997,2000.0,GAL,A,0,undefined,undefined,,,HCL,,7 1/2%
2079,6,FRAC,6819,6997,52495.0,GAL,X-LINKGEL,132549.0,LB,SAND,,32,,20/40,20# BORATE
2081,1,FRAC,6217,7255,241750.0,GAL,W,61500.0,LB,SAND,,,,20/40,"DETAILS: SLICK WTR, BRADY SD"
2081,2,FRAC,7676,7852,123750.0,GAL,W,61500.0,LB,SAND,,,,20/40,"DETAILS: SLICK WTR, MESH B SD"
2082,1,FRAC,6565,7462,241900.0,GAL,W,61500.0,LB,SAND,,,,20/40,"DETAILS: SLICK WTR, BRADY SD"
2082,2,FRAC,7979,8184,123850.0,GAL,W,61500.0,LB,SAND,,,,20/40,"DETAILS: SLICK WTR, MESH B SD"
2083,1,FRAC,6450,7431,239650.0,GAL,W,61500.0,LB,SAND,,,SFAC,20/40,DETAILS: SLICK WTR; BRADY SD
2083,2,FRAC,7850,8478,236000.0,GAL,W,107000.0,LB,SAND,,,SFAC,20/40,DETAILS: SLICK WTR; BRADY SD
2084,1,FRAC,6511,7473,241900.0,GAL,W,615000.0,LB,SAND,,,,20/40,BRADY SD
2084,2,FRAC,7904,8113,123850.0,GAL,W,61500.0,LB,SAND,,,,20/40,BRADY SD
2085,1,FRAC,6530,7528,225400.0,GAL,W,61500.0,LB,SAND,,,,20/40,"DETAILS: SLICK WTR, BRADY SD"
2085,2,FRAC,7969,8181,128000.0,GAL,W,61500.0,LB,SAND,,,,20/40,"DETAILS: SLICK WTR, MESH B SD"
2086,1,FRAC,6595,7572,241920.0,GAL,W,61500.0,LB,SAND,,,SFAC,20/40,DETAILS: SLICK WTR; BRADY SD
2086,2,FRAC,8005,8208,124900.0,GAL,W,61500.0,LB,SAND,,,SFAC,20/40,DETAILS: SLICK WTR; BRADY SD
2091,1,FRAC,6514,7511,225400.0,GAL,W,61500.0,LB,SAND,,,,20/40,"DETAILS: SLICK WTR, BRADY SD"
2091,2,FRAC,7942,8152,128000.0,GAL,W,61500.0,LB,SAND,,,,20/40,"DETAILS: SLICK WTR, B SD"
2092,1,FRAC,6520,7516,225400.0,GAL,W,61500.0,LB,SAND,,,,20/40,"DETAILS: SLICK WTR, BRADY SD"
2092,2,FRAC,7949,8160,128000.0,GAL,W,61500.0,LB,SAND,,,,20/40,"DETAILS: SLICK WTR, MESH B SD"
2093,1,FRAC,6248,7280,241750.0,GAL,W,61500.0,LB,SAND,,,,20/40,BRADY SD
2093,2,FRAC,7705,7883,123750.0,GAL,W,61500.0,LB,SAND,,,,20/40,BRADY SD
2095,1,FRAC,6222,7269,241752.0,GAL,W,61500.0,LB,SAND,,,,20/40,"DETAILS: SLICK WTR, BRADY SD"
2095,2,FRAC,7687,7859,123732.0,GAL,W,61500.0,LB,SAND,,,,20/40,"DETAILS: SLICK WTR, B SD"
2098,1,FRAC,6482,7476,243600.0,GAL,W,61500.0,LB,SAND,,,,20/40,BRADY SD
2098,2,FRAC,7901,8289,235450.0,GAL,W,107000.0,LB,SAND,,,,20/40,BRADY SD
2099,1,FRAC,6635,9094,676032.0,GAL,W,600000.0,LB,SAND,,,,20/40,
2101,1,FRAC,6443,7426,239650.0,GAL,W,61500.0,LB,SAND,,,SFAC,20/40,DETAILS: SLICK WTR; BRADY SD
2101,2,FRAC,7840,8366,240492.0,GAL,W,107000.0,LB,SAND,,,,20/40,DETAILS: SLICK WTR; BRADY SD
2104,1,BKDN,7956,8016,1750.0,GAL,A,0,undefined,undefined,,,HCL,,15%
2104,2,FRAC,7956,8016,78120.0,GAL,X-LINKGEL,162540.0,LB,SAND,,35,SCIN,20/40,30# BORATE
2104,3,ACID,7149,7351,4000.0,GAL,A,0,undefined,undefined,,,HCL,,7 1/2%
2104,4,FRAC,7149,7351,88284.0,GAL,X-LINKGEL,182770.0,LB,SAND,,34,SCIN,20/40,20# BORATE
2104,5,ACID,6452,6607,3000.0,GAL,A,0,undefined,undefined,,,HCL,,7 1/2%
2104,6,FRAC,6452,6607,62832.0,GAL,X-LINKGEL,128510.0,LB,SAND,,34,,20/40,20# BORATE
2105,1,FRAC,6223,7246,243516.0,GAL,W,63516.0,LB,SAND,,,SFAC,20/40,DETAILS: SLICK WTR; BRADY SD
2105,2,FRAC,7665,8162,237006.0,GAL,W,107336.0,LB,SAND,,,SFAC,20/40,DETAILS: SLICK WTR; BRADY SD
2108,1,FRAC,6321,7306,241752.0,GAL,W,61500.0,LB,SAND,,,,20/40,BRADY SD
2108,2,FRAC,7711,7918,123732.0,GAL,W,61500.0,LB,SAND,,,,20/40,BRADY SD
2109,1,FRAC,6336,7316,243516.0,GAL,W,63516.0,LB,SAND,,,,20/40,"SLICKWATER, BRADY SD"
2109,2,FRAC,7725,8465,236628.0,GAL,W,107000.0,LB,SAND,,,,20/40,"SLICKWATER, BRADY SD"
2110,1,FRAC,6467,7444,241752.0,GAL,FLUD,61500.0,LB,SAND,,,,20/40,"DETAILS: SLCK WTR, BRADY SD"
2110,2,FRAC,7861,8066,123732.0,GAL,FLUD,61500.0,LB,SAND,,,,20/40,"DETAILS: SLCK WTR, B SD"
2112,1,FRAC,6403,7374,241752.0,GAL,W,61500.0,LB,SAND,,,SFAC,20/40,DETAILS: SLK WTR; BRADY SD
2112,2,FRAC,7787,8078,123732.0,GAL,W,61500.0,LB,SAND,,,SFAC,20/40,DETAILS: SLK WTR; BRADY SD
2113,1,FRAC,6242,7275,241752.0,GAL,FLUD,61500.0,LB,SAND,,,,20/40,"DETAILS: SLCK WTR, BRADY SD"
2113,2,FRAC,7368,7869,123732.0,GAL,FLUD,61500.0,LB,SAND,,,,20/40,"DETAILS: SLCK WTR, B SD"
2114,1,FRAC,6281,7258,242130.0,GAL,W,61500.0,LB,SAND,,,,20/40,BRADY SD
2114,2,FRAC,7676,7871,122808.0,GAL,W,61500.0,LB,SAND,,,,20/40,BRADY SD
2115,1,FRAC,6278,7251,240870.0,GAL,W,61500.0,LB,SAND,,,SFAC,20/40,"DETAILS: SLK WTR, BRADY SD"
2115,2,FRAC,7678,7870,122724.0,GAL,W,61500.0,LB,SAND,,,SFAC,20/40,"DETAILS: SLK WTR, BRADY SD"
2118,1,FRAC,6417,7380,241752.0,GAL,W,61500.0,LB,SAND,,,,20/40,"DETAILS: SLK WTR, BRADY"
2118,2,FRAC,7799,7997,123732.0,GAL,W,61500.0,LB,SAND,,,,20/40,"DETAILS: SLK WTR, MESH B"
2119,1,FRAC,6311,7286,245070.0,GAL,FLUD,61500.0,LB,SAND,,,,20/40,"DETAILS: SLCK WTR, BRADY"
2119,2,FRAC,7709,7898,125034.0,GAL,FLUD,61500.0,LB,SAND,,,,20/40,"DETAILS: SLCK WTR, MESH B"
2122,1,FRAC,5966,7910,533778.0,GAL,FLUD,750420.0,LB,SAND,,,HCL,,"DETAILS: 20%, AMBORMAX 1009, AMBORGEL 1009, AMBORMAX 1020, AMBORMAX 1015, 200760# 40/70 OTTAWA, 399300# 20/40 BRADY, 150360# 16/30 BRADY"
2124,1,FRAC,6186,7143,240156.0,GAL,W,61285.0,LB,SAND,,,,20/40,"DETAILS: SLK WTR, BRADY SD"
2124,2,FRAC,7624,8413,237846.0,GAL,W,110099.0,LB,SAND,,,,20/40,"DETAILS: SLK WTR, BRADY SD"
2126,1,FRAC,6301,7283,241752.0,GAL,W,61500.0,LB,SAND,,,,20/40,"DETAILS: SLK WTR, BRADY SD"
2126,2,FRAC,7708,7890,123732.0,GAL,W,61500.0,LB,SAND,,,,20/40,"DETAILS: SLK WTR, BRADY SD"
2127,1,FRAC,6342,7321,242130.0,GAL,W,61500.0,LB,SAND,,,,20/40,"DETAILS: SLK WTR, BRADY"
2127,2,FRAC,7727,7926,122808.0,GAL,W,61500.0,LB,SAND,,,,20/40,"DETAILS: SLK WTR, MESH B"
2128,1,FRAC,6353,7334,242130.0,GAL,W,61500.0,LB,SAND,,,,20/40,"DETAILS: SLK WTR, BRADY"
2128,2,FRAC,7741,7954,122808.0,GAL,W,615900.0,LB,SAND,,,,20/40,"DETAILS: SLK WTR, MESH B"
2129,1,FRAC,6301,7274,241374.0,GAL,W,61500.0,LB,SAND,,,,20/40,BRADY SD
2129,2,FRAC,7688,7887,12036.0,GAL,W,61500.0,LB,SAND,,,,20/40,BRADY SD
2130,1,FRAC,6162,7463,168000.0,GAL,W,138125.0,LB,SAND,,,SFAC,20/40,"DETAILS: SLK WTR, MESH B"
2130,2,FRAC,7599,8402,215100.0,GAL,W,181250.0,LB,SAND,,,SFAC,20/40,"DETAILS: SLK WTR, BRADY"
2131,1,FRAC,6290,7317,96746.0,GAL,W,265000.0,LB,SAND,,,,20/40,"DETAILS: SLICK WTR, BRADY SD"
2131,2,FRAC,7747,7910,50738.0,GAL,W,132500.0,LB,SAND,,,,20/40,"DETAILS: SLICK WTR, B SD"
2132,1,FRAC,6470,7450,240870.0,GAL,W,61500.0,LB,SAND,,,SFAC,20/40,"DETAILS: SLK WTR, BRADY SD"
2132,2,FRAC,7873,8025,122724.0,GAL,W,61500.0,LB,SAND,,,SFAC,20/40,"DETAILS: SLK WTR, BRADY SD"
2133,1,FRAC,6416,7390,239778.0,GAL,W,107000.0,LB,SAND,,,SFAC,20/40,"DETAILS: SLK WTR, BRADY SD"
2133,2,FRAC,7818,8459,241752.0,GAL,W,62100.0,LB,SAND,,,SFAC,20/40,"DETAILS: SLK WTR, BRADY SD"
2134,1,FRAC,6036,6997,138352.0,GAL,W,52000.0,LB,SAND,,,SFAC,20/40,"DETAILS: SLK WTR, BRWN SD"
2134,2,FRAC,7438,7718,82396.0,GAL,W,27500.0,LB,SAND,,,SFAC,20/40,"DETAILS: SLK WTR, WHT SD"
